task_id,agent,difficulty,functional_pass_at_1,functional_first_pass_success,functional_mean_reciprocal_rank,functional_success_rate,similarity_normalized_edit_distance,similarity_sequence_similarity,similarity_jaccard_similarity,similarity_code_bleu,similarity_rouge_l,similarity_token_precision,similarity_token_recall,similarity_token_f1,quality_syntactic_validity,quality_ast_node_similarity,quality_ast_structure_match,quality_cyclomatic_complexity,quality_halstead_volume,quality_halstead_difficulty,quality_halstead_effort,quality_maintainability_index,efficiency_token_count,efficiency_character_count,reliability_output_stability,reliability_unique_outputs,reliability_semantic_consistency,latency_ms
MED-026,claude_code,medium,1.0,0.0,0.0,1.0,0.4651162790697675,0.5619047619047619,0.25,0.22374677087694028,0.6000000000000001,0.2857142857142857,0.5454545454545454,0.37499999999999994,0.0,,,,0.0,0.0,0.0,,21,93,1.0,1,1.0,5392.35
HARD-021,claude_code,hard,1.0,0.0,0.0,1.0,0.2142857142857143,0.2809917355371901,0.1276595744680851,0.08460008069805322,0.3471074380165289,0.11320754716981132,0.5454545454545454,0.1875,0.0,,,,0.0,0.0,0.0,,53,284,0.6666666666666667,2,0.9896373056994818,6612.3
CODEGEN-E001,claude_code,medium,1.0,0.0,0.0,1.0,0.12735849056603776,0.1793103448275862,0.08695652173913043,0.04334474388997648,0.223448275862069,0.058823529411764705,0.5454545454545454,0.10619469026548672,0.0,,,,0.0,0.0,0.0,,102,403,0.33333333333333337,3,0.955929996291134,7117.77
HARD-037,claude_code,hard,1.0,0.0,0.0,1.0,0.2150837988826816,0.28314606741573034,0.15384615384615385,0.09172809493811464,0.34606741573033706,0.12244897959183673,0.5454545454545454,0.2,0.0,,,,0.0,0.0,0.0,,49,242,1.0,1,1.0,5605.23
EASY-011,claude_code,easy,1.0,0.0,0.0,1.0,0.1821705426356589,0.2905982905982906,0.12903225806451613,1.7895706405903577e-08,0.31339031339031337,0.10256410256410256,0.2857142857142857,0.1509433962264151,0.0,,,,0.0,0.0,0.0,,39,156,1.0,1,1.0,5985.2
CODEGEN-003,claude_code,easy,1.0,0.0,0.0,1.0,0.17014925373134326,0.22332506203473945,0.1111111111111111,0.054671800281774104,0.28287841191067,0.09523809523809523,0.4444444444444444,0.1568627450980392,0.0,,,,0.0,0.0,0.0,,42,202,1.0,1,1.0,5604.06
HARD-017,claude_code,hard,1.0,0.0,0.0,1.0,0.2011173184357542,0.27149321266968324,0.11428571428571428,0.06066858206200528,0.3257918552036199,0.10526315789473684,0.4444444444444444,0.1702127659574468,0.0,,,,0.0,0.0,0.0,,38,209,1.0,1,1.0,5882.47
HARD-001,claude_code,hard,1.0,0.0,0.0,1.0,0.2183908045977011,0.2857142857142857,0.11428571428571428,0.04866005455185134,0.3502304147465438,0.0851063829787234,0.4444444444444444,0.14285714285714285,0.0,,,,0.0,0.0,0.0,,47,246,0.6666666666666667,2,0.9395740465577017,5998.08
EASY-007,claude_code,easy,1.0,0.0,0.0,1.0,0.28037383177570097,0.4457831325301205,0.2,3.2885804568262103e-06,0.4578313253012048,0.21052631578947367,0.5714285714285714,0.3076923076923077,0.0,,,,0.0,0.0,0.0,,19,73,1.0,1,1.0,5782.74
MED-006,claude_code,medium,1.0,0.0,0.0,1.0,0.44491525423728817,0.25462962962962965,0.25,0.0005828233959891848,0.5740740740740742,0.34615384615384615,0.4090909090909091,0.37500000000000006,0.0,,,,0.0,0.0,0.0,,26,135,0.6666666666666667,2,0.9843342036553525,5320.27
CODEGEN-H003,claude_code,hard,1.0,0.0,0.0,1.0,0.17228464419475653,0.2689873417721519,0.13636363636363635,0.1001682050529108,0.2911392405063291,0.13333333333333333,0.5454545454545454,0.2142857142857143,0.0,,,,0.0,0.0,0.0,,45,364,0.6666666666666667,2,0.965178854067743,5819.65
MED-010,claude_code,medium,1.0,0.0,0.0,1.0,0.3412698412698413,0.13934426229508196,0.2619047619047619,4.4528517250744e-06,0.5491803278688525,0.40625,0.40625,0.40625,0.0,,,,0.0,0.0,0.0,,32,177,0.6666666666666667,2,0.6981981981981983,5789.59
MED-011,claude_code,medium,1.0,0.0,0.0,1.0,0.12724014336917566,0.18495297805642633,0.0851063829787234,0.0305327875457333,0.2225705329153605,0.05405405405405406,0.4444444444444444,0.0963855421686747,0.0,,,,0.0,0.0,0.0,,74,339,1.0,1,1.0,6485.64
CODEGEN-H002,claude_code,hard,1.0,0.0,0.0,1.0,0.2773109243697479,0.34177215189873417,0.15384615384615385,0.10813005349177665,0.4177215189873418,0.18181818181818182,0.4444444444444444,0.2580645161290322,0.0,,,,0.0,0.0,0.0,,22,165,1.0,1,1.0,5109.35
MED-007,claude_code,medium,1.0,0.0,0.0,1.0,0.15671641791044777,0.1392757660167131,0.0967741935483871,5.927491261397343e-09,0.2785515320334262,0.23076923076923078,0.1,0.13953488372093023,0.0,,,,0.0,0.0,0.0,,13,75,1.0,1,1.0,4851.84
EASY-006,claude_code,easy,1.0,0.0,0.0,1.0,0.4769230769230769,0.6101694915254238,0.45454545454545453,0.31559845402149095,0.6101694915254237,0.5555555555555556,0.7142857142857143,0.6250000000000001,0.0,,,,0.0,0.0,0.0,,9,53,1.0,1,1.0,4812.37
CODEGEN-M001,claude_code,medium,1.0,0.0,0.0,1.0,0.09694555112881809,0.13959085439229843,0.07272727272727272,0.023674033282324508,0.17569193742478942,0.042105263157894736,0.4444444444444444,0.07692307692307691,0.0,,,,0.0,0.0,0.0,,95,479,1.0,1,1.0,6805.62
HARD-016,claude_code,hard,1.0,0.0,0.0,1.0,0.07248018120045296,0.10304942166140904,0.07142857142857142,0.02118172769972649,0.1345951629863302,0.03773584905660377,0.4444444444444444,0.06956521739130435,0.0,,,,0.0,0.0,0.0,,106,453,0.33333333333333337,3,0.5142213254260005,7325.57
CODEGEN-002,claude_code,easy,1.0,0.0,0.0,1.0,0.37410071942446044,0.5094339622641509,0.16666666666666666,0.11986062972262734,0.5094339622641509,0.2,0.4444444444444444,0.2758620689655173,0.0,,,,0.0,0.0,0.0,,20,112,1.0,1,1.0,5109.8
EASY-010,claude_code,easy,1.0,0.0,0.0,1.0,0.23905723905723908,0.3128205128205128,0.1951219512195122,2.675004023491704e-06,0.3743589743589743,0.15873015873015872,0.5882352941176471,0.25,0.0,,,,0.0,0.0,0.0,,63,159,1.0,1,1.0,5898.57
HARD-036,claude_code,hard,1.0,0.0,0.0,1.0,0.2360248447204969,0.2975609756097561,0.13953488372093023,0.09370187158047293,0.3707317073170732,0.125,0.5454545454545454,0.20338983050847456,0.0,,,,0.0,0.0,0.0,,48,199,1.0,1,1.0,5471.25
HARD-020,claude_code,hard,1.0,0.0,0.0,1.0,0.09102902374670185,0.12470023980815348,0.05063291139240506,0.017778739827236514,0.16546762589928057,0.031746031746031744,0.4444444444444444,0.05925925925925926,0.0,,,,0.0,0.0,0.0,,126,477,0.6666666666666667,2,0.8819982773471144,7323.95
MED-027,claude_code,medium,1.0,0.0,0.0,1.0,0.339622641509434,0.40869565217391307,0.15384615384615385,0.09429254748237108,0.4869565217391304,0.16,0.4444444444444444,0.23529411764705882,0.0,,,,0.0,0.0,0.0,,25,115,1.0,1,1.0,5357.07
EASY-017,claude_code,easy,1.0,0.0,0.0,1.0,0.2421052631578947,0.40789473684210525,0.2,3.2030896854698365e-06,0.40789473684210525,0.2,0.5714285714285714,0.29629629629629634,0.0,,,,0.0,0.0,0.0,,20,60,0.6666666666666667,2,0.9197530864197532,4778.86
CODEGEN-005,claude_code,medium,1.0,0.0,0.0,1.0,0.17230769230769227,0.21882951653944022,0.10526315789473684,0.0560569930890115,0.28498727735368956,0.0975609756097561,0.4444444444444444,0.16,0.0,,,,0.0,0.0,0.0,,41,201,0.6666666666666667,2,0.9846860643185299,5194.84
HARD-011,claude_code,hard,1.0,0.0,0.0,1.0,0.24832214765100669,0.33246753246753247,0.16666666666666666,0.11620839913164811,0.3844155844155844,0.15384615384615385,0.5454545454545454,0.24000000000000002,0.0,,,,0.0,0.0,0.0,,39,216,1.0,1,1.0,5424.72
HARD-007,claude_code,hard,1.0,0.0,0.0,1.0,0.1506024096385542,0.2099827882960413,0.0967741935483871,0.05095028846133698,0.25817555938037867,0.06896551724137931,0.5454545454545454,0.12244897959183672,0.0,,,,0.0,0.0,0.0,,87,330,1.0,1,1.0,6791.31
EASY-001,claude_code,easy,1.0,0.0,0.0,1.0,0.4328358208955224,0.5217391304347826,0.25,0.0008987832660089816,0.5391304347826088,0.4444444444444444,0.36363636363636365,0.39999999999999997,0.0,,,,0.0,0.0,0.0,,9,55,1.0,1,1.0,4550.58
CODEGEN-H005,claude_code,hard,1.0,0.0,0.0,1.0,0.11940298507462688,0.1828193832599119,0.0759493670886076,0.03262943785859025,0.2114537444933921,0.044444444444444446,0.5454545454545454,0.08219178082191782,0.0,,,,0.0,0.0,0.0,,135,502,0.6666666666666667,2,0.9910020449897751,7736.19
MED-016,claude_code,medium,1.0,0.0,0.0,1.0,0.2794759825327511,0.35714285714285715,0.13793103448275862,0.06610740221530727,0.4155844155844155,0.11428571428571428,0.4444444444444444,0.1818181818181818,0.0,,,,0.0,0.0,0.0,,35,151,1.0,1,1.0,6508.76
MED-020,claude_code,medium,1.0,0.0,0.0,1.0,0.36220472440944884,0.42857142857142855,0.17391304347826086,0.10813005349177665,0.47959183673469385,0.18181818181818182,0.4444444444444444,0.2580645161290322,0.0,,,,0.0,0.0,0.0,,22,78,1.0,1,1.0,4818.63
HARD-027,claude_code,hard,1.0,0.0,0.0,1.0,0.16371681415929207,0.2631578947368421,0.1,0.046610049025533395,0.27819548872180455,0.08163265306122448,0.4444444444444444,0.13793103448275862,0.0,,,,0.0,0.0,0.0,,49,314,0.6666666666666667,2,0.9882005899705014,5727.67
HARD-031,claude_code,hard,1.0,0.0,0.0,1.0,0.20610687022900764,0.30327868852459017,0.11320754716981132,0.0645403684611652,0.33606557377049184,0.08695652173913043,0.5454545454545454,0.15000000000000002,0.0,,,,0.0,0.0,0.0,,69,245,1.0,1,1.0,5717.39
HARD-030,claude_code,hard,1.0,0.0,0.0,1.0,0.2676056338028169,0.34385964912280703,0.13333333333333333,0.08055259313161306,0.39999999999999997,0.13793103448275862,0.4444444444444444,0.21052631578947367,0.0,,,,0.0,0.0,0.0,,29,145,1.0,1,1.0,5290.09
HARD-026,claude_code,hard,1.0,0.0,0.0,1.0,0.23202614379084963,0.30927835051546393,0.125,0.054671800281774104,0.365979381443299,0.09523809523809523,0.4444444444444444,0.1568627450980392,0.0,,,,0.0,0.0,0.0,,42,189,1.0,1,1.0,6303.27
MED-021,claude_code,medium,1.0,0.0,0.0,1.0,0.4642857142857143,0.5473684210526316,0.2222222222222222,0.1933853139276051,0.5894736842105263,0.3076923076923077,0.4444444444444444,0.3636363636363637,0.0,,,,0.0,0.0,0.0,,13,96,1.0,1,1.0,5792.1
MED-017,claude_code,medium,1.0,0.0,0.0,1.0,0.1470588235294118,0.2409090909090909,0.08333333333333333,0.034320875509569485,0.25,0.06060606060606061,0.4444444444444444,0.10666666666666667,0.0,,,,0.0,0.0,0.0,,66,233,0.33333333333333337,3,0.9626417445482867,6522.72
CODEGEN-H004,claude_code,hard,1.0,0.0,0.0,1.0,0.23364485981308414,0.29411764705882354,0.13953488372093023,0.09370187158047293,0.36764705882352944,0.125,0.5454545454545454,0.20338983050847456,0.0,,,,0.0,0.0,0.0,,48,198,1.0,1,1.0,6515.05
MED-001,claude_code,medium,1.0,0.0,0.0,1.0,0.15759312320916907,0.06926406926406926,0.1,3.609408975747274e-09,0.2813852813852814,0.2857142857142857,0.1,0.14814814814814817,0.0,,,,0.0,0.0,0.0,,14,92,1.0,1,1.0,4835.96
HARD-006,claude_code,hard,1.0,0.0,0.0,1.0,0.1634146341463415,0.2135523613963039,0.08,0.032316186098224176,0.2751540041067762,0.05714285714285714,0.4444444444444444,0.10126582278481011,0.0,,,,0.0,0.0,0.0,,70,229,0.6666666666666667,2,0.9735894357743097,6028.27
HARD-010,claude_code,hard,1.0,0.0,0.0,1.0,0.16273584905660377,0.23715415019762845,0.12244897959183673,0.06551117274110993,0.27272727272727276,0.08823529411764706,0.5454545454545454,0.1518987341772152,0.0,,,,0.0,0.0,0.0,,68,237,1.0,1,1.0,6113.11
CODEGEN-004,claude_code,medium,1.0,0.0,0.0,1.0,0.2710280373831776,0.35986159169550175,0.12903225806451613,0.07508325064243634,0.41522491349480967,0.12903225806451613,0.4444444444444444,0.19999999999999998,0.0,,,,0.0,0.0,0.0,,31,148,1.0,1,1.0,5153.63
EASY-016,claude_code,easy,1.0,0.0,0.0,1.0,0.8117647058823529,0.8961038961038961,0.625,0.5202556881824251,0.8961038961038961,0.6666666666666666,0.9090909090909091,0.7692307692307692,0.0,,,,0.0,0.0,0.0,,15,67,1.0,1,1.0,4918.2
MED-014,claude_code,medium,1.0,0.0,0.0,1.0,0.23206751054852326,0.32362459546925565,0.11428571428571428,0.054671800281774104,0.35598705501618116,0.09523809523809523,0.4444444444444444,0.1568627450980392,0.0,,,,0.0,0.0,0.0,,42,136,1.0,1,1.0,5566.18
HARD-029,claude_code,hard,1.0,0.0,0.0,1.0,0.1283095723014257,0.18021201413427562,0.07142857142857142,0.02749785546283997,0.22261484098939932,0.04878048780487805,0.4444444444444444,0.08791208791208792,0.0,,,,0.0,0.0,0.0,,82,334,1.0,1,1.0,6412.53
MED-002,claude_code,medium,1.0,0.0,0.0,1.0,0.3247588424437299,0.08768971332209106,0.12244897959183673,1.3562437856908628e-08,0.5025295109612142,0.25,0.16666666666666666,0.2,0.0,,,,0.0,0.0,0.0,,32,179,1.0,1,1.0,5246.42
EASY-003,claude_code,easy,1.0,0.0,0.0,1.0,0.40816326530612246,0.5298013245033113,0.29411764705882354,0.24808415012886273,0.5298013245033113,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.0,,,,0.0,0.0,0.0,,11,84,1.0,1,1.0,5875.58
HARD-005,claude_code,hard,1.0,0.0,0.0,1.0,0.0978441127694859,0.13392857142857142,0.1,0.032316186098224176,0.1755952380952381,0.05714285714285714,0.4444444444444444,0.10126582278481011,0.0,,,,0.0,0.0,0.0,,70,350,0.6666666666666667,2,0.6129994036970782,6286.05
HARD-013,claude_code,hard,1.0,0.0,0.0,1.0,0.1307947019867549,0.17391304347826086,0.10526315789473684,0.05036116878087529,0.2289855072463768,0.06818181818181818,0.5454545454545454,0.12121212121212122,0.0,,,,0.0,0.0,0.0,,88,378,0.33333333333333337,3,0.8466538204387074,6749.12
EASY-015,claude_code,easy,1.0,0.0,0.0,1.0,0.6759259259259259,0.7959183673469388,0.4117647058823529,0.22242469409812657,0.7959183673469388,0.5384615384615384,0.6363636363636364,0.5833333333333334,0.0,,,,0.0,0.0,0.0,,13,92,1.0,1,1.0,5263.04
HARD-033,claude_code,hard,1.0,0.0,0.0,1.0,0.2890625,0.37900874635568516,0.15789473684210525,0.11318741612299964,0.43148688046647227,0.15,0.5454545454545454,0.2352941176470588,0.0,,,,0.0,0.0,0.0,,40,165,1.0,1,1.0,5527.78
MED-018,claude_code,medium,1.0,0.0,0.0,1.0,0.20189274447949523,0.24489795918367346,0.10256410256410256,0.054671800281774104,0.33163265306122447,0.09523809523809523,0.4444444444444444,0.1568627450980392,0.0,,,,0.0,0.0,0.0,,42,208,0.6666666666666667,2,0.9270833333333334,5646.08
HARD-025,claude_code,hard,1.0,0.0,0.0,1.0,0.1390476190476191,0.2098360655737705,0.10526315789473684,0.04422495249384752,0.23934426229508196,0.06,0.5454545454545454,0.10810810810810809,0.0,,,,0.0,0.0,0.0,,100,318,1.0,1,1.0,6479.28
MED-022,claude_code,medium,1.0,0.0,0.0,1.0,0.1644444444444444,0.2397003745318352,0.125,0.056210716757407235,0.2808988764044944,0.0759493670886076,0.5454545454545454,0.13333333333333333,0.0,,,,0.0,0.0,0.0,,79,286,0.33333333333333337,3,0.9834795248673837,6086.82
HARD-009,claude_code,hard,0.33333333333333326,0.0,0.0,0.3333333333333333,0.0850599781897492,0.13226452905811623,0.07936507936507936,0.024005140733202007,0.15631262525050102,0.050505050505050504,0.5555555555555556,0.09259259259259259,0.0,,,,0.0,0.0,0.0,,99,614,0.33333333333333337,3,0.583486286559051,9411.26
MED-023,claude_code,medium,1.0,0.0,0.0,1.0,0.2290322580645161,0.3256997455470738,0.11764705882352941,0.04866005455185134,0.361323155216285,0.0851063829787234,0.4444444444444444,0.14285714285714285,0.0,,,,0.0,0.0,0.0,,47,204,1.0,1,1.0,5926.29
HARD-008,claude_code,hard,1.0,0.0,0.0,1.0,0.2230215827338129,0.32492997198879553,0.12,0.08460008069805322,0.3529411764705883,0.11320754716981132,0.5454545454545454,0.1875,0.0,,,,0.0,0.0,0.0,,53,170,1.0,1,1.0,5669.62
HARD-024,claude_code,hard,1.0,0.0,0.0,1.0,0.22455089820359286,0.3222748815165877,0.1276595744680851,0.0785002053386808,0.3554502369668246,0.10526315789473684,0.5454545454545454,0.1764705882352941,0.0,,,,0.0,0.0,0.0,,57,226,1.0,1,1.0,5599.57
HARD-032,claude_code,hard,1.0,0.0,0.0,1.0,0.13718411552346566,0.21003134796238246,0.08333333333333333,0.024507934401884965,0.23824451410658307,0.05154639175257732,0.5555555555555556,0.09433962264150943,0.0,,,,0.0,0.0,0.0,,97,346,1.0,1,1.0,7145.46
MED-019,claude_code,medium,1.0,0.0,0.0,1.0,0.44881889763779526,0.5123152709359606,0.19047619047619047,0.12673718547999524,0.5615763546798028,0.21052631578947367,0.4444444444444444,0.2857142857142857,0.0,,,,0.0,0.0,0.0,,19,89,1.0,1,1.0,4825.46
EASY-014,claude_code,easy,1.0,0.0,0.0,1.0,0.23383084577114432,0.1320754716981132,0.18181818181818182,2.7973271775335364e-06,0.3710691823899371,0.3157894736842105,0.25,0.27906976744186046,0.0,,,,0.0,0.0,0.0,,19,95,1.0,1,1.0,5143.03
HARD-012,claude_code,hard,0.6666666666666666,0.0,0.0,0.6666666666666666,0.12,0.19365609348914858,0.08333333333333333,0.02749785546283997,0.21035058430717862,0.04878048780487805,0.4444444444444444,0.08791208791208792,0.0,,,,0.0,0.0,0.0,,82,298,0.6666666666666667,2,0.720754716981132,6424.77
HARD-004,claude_code,hard,1.0,0.0,0.0,1.0,0.10560000000000003,0.15691868758915833,0.10909090909090909,0.03942172101938508,0.18830242510699,0.05357142857142857,0.5454545454545454,0.09756097560975609,0.0,,,,0.0,0.0,0.0,,112,374,0.6666666666666667,2,0.7568,6889.57
EASY-002,claude_code,easy,1.0,0.0,0.0,1.0,0.19512195121951215,0.29493087557603687,0.16,2.9817921627477883e-06,0.304147465437788,0.17391304347826086,0.36363636363636365,0.2352941176470588,0.0,,,,0.0,0.0,0.0,,23,110,1.0,1,1.0,4916.94
HARD-028,claude_code,hard,1.0,0.0,0.0,1.0,0.21387283236994215,0.27972027972027974,0.11428571428571428,0.052097183099137585,0.344988344988345,0.09090909090909091,0.4444444444444444,0.1509433962264151,0.0,,,,0.0,0.0,0.0,,44,247,0.6666666666666667,2,0.9576107899807322,5927.65
MED-003,claude_code,medium,1.0,0.0,0.0,1.0,0.3081395348837209,0.10776545166402536,0.2,0.0493351905171095,0.45007923930269417,0.38235294117647056,0.23636363636363636,0.29213483146067415,0.0,,,,0.0,0.0,0.0,,34,243,1.0,1,1.0,6320.71
MED-015,claude_code,medium,1.0,0.0,0.0,1.0,0.22128851540616246,0.30493273542600896,0.13636363636363635,0.08801997710052024,0.3542600896860987,0.11764705882352941,0.5454545454545454,0.1935483870967742,0.0,,,,0.0,0.0,0.0,,51,235,1.0,1,1.0,6799.74
HARD-035,claude_code,hard,1.0,0.0,0.0,1.0,0.2743362831858407,0.3737704918032787,0.15789473684210525,0.1049990155211617,0.4065573770491803,0.13953488372093023,0.5454545454545454,0.22222222222222218,0.0,,,,0.0,0.0,0.0,,43,152,1.0,1,1.0,5275.63
CODEGEN-E003,claude_code,medium,1.0,0.0,0.0,1.0,0.25909090909090904,0.3501683501683502,0.1935483870967742,0.11031958328048035,0.39730639730639733,0.14634146341463414,0.5454545454545454,0.23076923076923073,0.0,,,,0.0,0.0,0.0,,41,112,1.0,1,1.0,5548.99
HARD-023,claude_code,hard,1.0,0.0,0.0,1.0,0.23469387755102045,0.3448275862068966,0.125,0.05335343837178677,0.36604774535809015,0.09302325581395349,0.4444444444444444,0.15384615384615385,0.0,,,,0.0,0.0,0.0,,43,188,0.6666666666666667,2,0.946127946127946,5602.46
MED-008,claude_code,medium,1.0,0.0,0.0,1.0,0.34375,0.4957983193277311,0.21428571428571427,4.215503095026201e-06,0.5294117647058824,0.3,0.3333333333333333,0.3157894736842105,0.0,,,,0.0,0.0,0.0,,20,83,1.0,1,1.0,4983.38
EASY-009,claude_code,easy,1.0,0.0,0.0,1.0,0.22352941176470587,0.4473684210526316,0.2222222222222222,2.4925978680787537e-06,0.4605263157894737,0.4444444444444444,0.26666666666666666,0.33333333333333337,0.0,,,,0.0,0.0,0.0,,9,55,1.0,1,1.0,5407.63
MED-024,claude_code,medium,1.0,0.0,0.0,1.0,0.2571428571428571,0.35185185185185186,0.1111111111111111,0.057514232872496185,0.38888888888888884,0.1,0.4444444444444444,0.163265306122449,0.0,,,,0.0,0.0,0.0,,40,146,1.0,1,1.0,5224.56
HARD-019,claude_code,hard,1.0,0.0,0.0,1.0,0.09643328929986794,0.13875598086124402,0.07272727272727272,0.028562506043734035,0.17464114832535885,0.05063291139240506,0.4444444444444444,0.0909090909090909,0.0,,,,0.0,0.0,0.0,,79,462,1.0,1,1.0,7679.55
MED-012,claude_code,medium,1.0,0.0,0.0,1.0,0.17717717717717718,0.21782178217821782,0.0851063829787234,0.044725832918278016,0.2920792079207921,0.0784313725490196,0.4444444444444444,0.13333333333333333,0.0,,,,0.0,0.0,0.0,,51,227,1.0,1,1.0,7276.09
CODEGEN-H001,claude_code,hard,1.0,0.0,0.0,1.0,0.2589285714285714,0.32167832167832167,0.1111111111111111,0.06066858206200528,0.4102564102564103,0.10526315789473684,0.4444444444444444,0.1702127659574468,0.0,,,,0.0,0.0,0.0,,38,223,0.6666666666666667,2,0.8765806777946383,6517.48
MED-004,claude_code,medium,1.0,0.0,0.0,1.0,0.25903614457831325,0.05238828967642527,0.1206896551724138,2.0836586843757792e-08,0.48382126348228044,0.2564102564102564,0.23809523809523808,0.24691358024691357,0.0,,,,0.0,0.0,0.0,,39,227,0.6666666666666667,2,0.9791666666666666,5451.07
